Test Case ID,Test Case Description,Category,Priority,Preconditions,Test Steps,Expected Result,Actual Result,Status,Tested By,Test Date,Remarks
TC_AM_IDX_016,Verify page responsive design,UI,P3,Account Maintenance page is loaded,"1. Resize browser window to various widths
2. Observe layout changes","Page layout adjusts appropriately for different screen sizes",,,,,
TC_AM_IDX_017,Verify anti-forgery token presence,Validation,P1,Account Maintenance page is loaded,"1. Inspect page source
2. Look for anti-forgery token","Anti-forgery token is present in the form",,,,,
TC_AM_IDX_018,Verify submodule container loading state,UI,P3,Submodule is being loaded,"1. Click on a submodule
2. Observe loading indicator","Loading overlay/spinner is displayed during load",,,,,
TC_AM_IDX_019,Verify action panel buttons display,UI,P2,Submodule is loaded in Account Maintenance,"1. Observe action panel area","Appropriate action buttons (View, Edit, Save, Cancel) are displayed",,,,,
TC_AM_IDX_020,Verify refresh button reloads current submodule,Functional,P2,Submodule is loaded with data,"1. Click Refresh button in header","Current submodule data is reloaded from server",,,,,
,,,,,,,,,,
=== ACCOUNT NOTES ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_AN_001,Verify Account Notes page loads correctly,Functional,P1,User is logged in and has access to Account Maintenance module,"1. Navigate to Account Maintenance
2. Select an active account
3. Click on 'Account Notes' submodule","Account Notes submodule loads with Note Details section and Behind the Scene section visible",,,,,
TC_AM_AN_002,Verify notes textarea is disabled in VIEW mode,UI,P2,Account Notes submodule is loaded,"1. Load Account Notes for a selected account
2. Observe the notes textarea field","Notes textarea should be disabled/readonly in VIEW mode",,,,,
TC_AM_AN_003,Verify Edit button enables notes textarea,Functional,P1,Account Notes submodule is loaded in VIEW mode,"1. Click on Edit button in action panel
2. Observe the notes textarea field","Notes textarea becomes enabled and editable",,,,,
TC_AM_AN_004,Verify Save button saves notes successfully,Functional,P1,Account Notes is in EDIT mode with new text entered,"1. Enter new notes text
2. Click Save button
3. Observe success message","Notes are saved successfully and success toast message is displayed",,,,,
TC_AM_AN_005,Verify Cancel button discards unsaved changes,Functional,P2,Account Notes is in EDIT mode with new text entered,"1. Modify the notes text
2. Click Cancel button
3. Observe the notes textarea","Original notes text is restored and form returns to VIEW mode",,,,,
TC_AM_AN_006,Verify Behind the Scene section displays audit information,UI,P2,Account Notes has been saved at least once,"1. Load Account Notes for an account with existing notes
2. Expand Behind the Scene section","Created By, Created On, Modified By, Modified On, Supervised By, Supervised On fields are displayed",,,,,
TC_AM_AN_007,Verify section toggle functionality,UI,P3,Account Notes submodule is loaded,"1. Click the toggle button on Note Details section header
2. Click again to expand","Section collapses and expands correctly with chevron icon changing direction",,,,,
TC_AM_AN_008,Verify notes load from API correctly,Integration,P1,Valid account is selected,"1. Select an account with existing notes
2. Navigate to Account Notes submodule","Existing notes are loaded and displayed in the textarea",,,,,
TC_AM_AN_009,Verify error handling when no account selected,Validation,P2,No account is selected in Account Maintenance,"1. Navigate to Account Notes without selecting an account","Error message displayed: 'No account selected. Please select an account first.'",,,,,
TC_AM_AN_010,Verify Refresh button reloads notes,Functional,P2,Account Notes submodule is loaded with data,"1. Make changes to notes (without saving)
2. Click Refresh button","Notes are reloaded from server, unsaved changes are discarded",,,,,
TC_AM_AN_011,Verify special characters in notes,Validation,P3,Account Notes is in EDIT mode,"1. Enter special characters (!@#$%^&*) in notes
2. Save the notes
3. Reload the submodule","Special characters are saved and displayed correctly",,,,,
TC_AM_AN_012,Verify long text handling in notes,Validation,P3,Account Notes is in EDIT mode,"1. Enter very long text (1000+ characters) in notes
2. Save the notes","Long text is saved and displayed correctly without truncation",,,,,
,,,,,,,,,,
=== BLOCKING / UNBLOCKING ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_BL_001,Verify Blocking submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an active account
3. Click on 'Blocking' submodule","Blocking submodule loads with Blocking/Unblocking Details and Behind The Scene sections",,,,,
TC_AM_BL_002,Verify Reason dropdown populated with block reasons,UI,P1,Blocking submodule is loaded for an unblocked account,"1. Load Blocking submodule
2. Click on Reason dropdown","Dropdown displays list of blocking reasons from API",,,,,
TC_AM_BL_003,Verify Reason dropdown shows unblock reasons for blocked account,UI,P1,Account is currently blocked,"1. Select a blocked account
2. Load Blocking submodule
3. Click on Reason dropdown","Dropdown displays list of unblocking reasons",,,,,
TC_AM_BL_004,Verify Block operation with valid data,Functional,P1,Unblocked account is selected and Blocking submodule loaded,"1. Select a Reason from dropdown
2. Enter Description/Narration
3. Enter Instruction Given By
4. Click Save/Block button","Account is blocked successfully with confirmation message",,,,,
TC_AM_BL_005,Verify Unblock operation with valid data,Functional,P1,Blocked account is selected and Blocking submodule loaded,"1. Select an Unblock Reason from dropdown
2. Enter Description/Narration
3. Enter Instruction Given By
4. Click Save/Unblock button","Account is unblocked successfully with confirmation message",,,,,
TC_AM_BL_006,Verify validation - Reason is required,Validation,P1,Blocking submodule is in EDIT mode,"1. Leave Reason dropdown empty
2. Enter other fields
3. Click Save button","Validation error displayed indicating Reason is required",,,,,
TC_AM_BL_007,Verify Behind The Scene shows current status,UI,P2,Account has blocking history,"1. Select an account with blocking history
2. Load Blocking submodule
3. View Behind The Scene section","Current Status, Date Blocked, Prior Reason/Instruction are displayed correctly",,,,,
TC_AM_BL_008,Verify audit trail in Behind The Scene,UI,P2,Account has been blocked/unblocked previously,"1. Load Blocking submodule for account with blocking history
2. View Behind The Scene section","Created By, Created On, Checked By, Checked On, Modified By fields are populated",,,,,
TC_AM_BL_009,Verify confirmation modal before blocking,Functional,P2,Valid blocking data entered,"1. Fill in all blocking details
2. Click Block button","Confirmation modal appears asking to confirm the blocking operation",,,,,
TC_AM_BL_010,Verify confirmation modal before unblocking,Functional,P2,Valid unblocking data entered for blocked account,"1. Fill in all unblocking details
2. Click Unblock button","Confirmation modal appears asking to confirm the unblocking operation",,,,,
TC_AM_BL_011,Verify cancel confirmation modal returns to form,Functional,P3,Confirmation modal is displayed,"1. Click Cancel on confirmation modal","Modal closes and user returns to the form with data intact",,,,,
TC_AM_BL_012,Verify Description field accepts alphanumeric text,Validation,P3,Blocking submodule is in EDIT mode,"1. Enter alphanumeric characters with spaces in Description field
2. Save the form","Description is saved and displayed correctly",,,,,
TC_AM_BL_013,Verify error handling when API fails,Integration,P2,Blocking submodule is loaded,"1. Simulate API failure (network disconnect)
2. Attempt to save blocking details","Appropriate error message is displayed to user",,,,,
TC_AM_BL_014,Verify VIEW mode fields are readonly,UI,P2,Blocking submodule is loaded in VIEW mode,"1. Check all input fields in VIEW mode","All fields should be readonly/disabled in VIEW mode",,,,,
,,,,,,,,,,
=== ACCOUNT ACTIVATION ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_AA_001,Verify Account Activation submodule loads correctly,Functional,P1,User is logged in with access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an inactive account
3. Click on 'Account Activation' submodule","Account Activation form loads with Account Identification, Activation Details, and Behind The Scene sections",,,,,
TC_AM_AA_002,Verify Branch lookup functionality,Functional,P2,Account Activation submodule is loaded,"1. Click on Branch lookup button
2. Search for a branch
3. Select a branch from results","Selected branch ID and Name are populated in the fields",,,,,
TC_AM_AA_003,Verify Account lookup functionality,Functional,P2,Account Activation submodule is loaded,"1. Click on Account lookup button
2. Search for an inactive account
3. Select an account from results","Selected account ID and Name are populated in the fields",,,,,
TC_AM_AA_004,Verify Instructed By field is required,Validation,P1,Account Activation submodule is in EDIT mode,"1. Leave Instructed By field empty
2. Fill other fields
3. Click Save/Activate button","Validation error displayed indicating Instructed By is required",,,,,
TC_AM_AA_005,Verify successful account activation,Functional,P1,Inactive account selected with all required fields filled,"1. Select inactive account
2. Enter Instructed By
3. Enter Comments (optional)
4. Click Activate button","Account is activated successfully with confirmation message",,,,,
TC_AM_AA_006,Verify Behind The Scene displays account info,UI,P2,Account Activation submodule loaded with account selected,"1. View Behind The Scene section","Created On, Product ID, Product Name, Available Balance, Last Credit Date, Fixed Amount are displayed",,,,,
TC_AM_AA_007,Verify Branch and Account fields are readonly,UI,P2,Account Activation submodule is loaded,"1. Observe Branch ID, Branch Name, Account ID, Account Name fields","All identification fields should be readonly (populated via lookup only)",,,,,
TC_AM_AA_008,Verify Comments field accepts multi-line text,Validation,P3,Account Activation submodule is in EDIT mode,"1. Enter multi-line text in Comments textarea
2. Save the activation","Multi-line comments are saved correctly",,,,,
TC_AM_AA_009,Verify activation of already active account,Validation,P2,Active account is selected,"1. Select an already active account
2. Navigate to Account Activation","Appropriate message displayed indicating account is already active",,,,,
TC_AM_AA_010,Verify section toggle for Account Identification,UI,P3,Account Activation submodule is loaded,"1. Click toggle button on Account Identification section
2. Click again to expand","Section collapses and expands correctly",,,,,
TC_AM_AA_011,Verify section toggle for Activation Details,UI,P3,Account Activation submodule is loaded,"1. Click toggle button on Activation Details section
2. Click again to expand","Section collapses and expands correctly",,,,,
TC_AM_AA_012,Verify section toggle for Behind The Scene,UI,P3,Account Activation submodule is loaded,"1. Click toggle button on Behind The Scene section
2. Click again to expand","Section collapses and expands correctly",,,,,
,,,,,,,,,,
=== CHEQUE BOOK ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CB_001,Verify Cheque Book submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Cheque Book' submodule","Cheque Book form loads with Account Identification and Cheque Request sections",,,,,
TC_AM_CB_002,Verify Branch and Account display from parent context,UI,P2,Account is selected in Account Maintenance,"1. Load Cheque Book submodule
2. Observe Account Identification section","Branch ID, Branch Name, Account ID, Account Name are pre-populated from parent context",,,,,
TC_AM_CB_003,Verify Book Type dropdown is populated,UI,P1,Cheque Book submodule is loaded,"1. Click on Book Type dropdown","Dropdown displays list of cheque book types from API",,,,,
TC_AM_CB_004,Verify cheque book request submission,Functional,P1,Cheque Book submodule is in EDIT mode,"1. Select Book Type
2. Fill required fields
3. Click Submit/Save button","Cheque book request is submitted successfully with confirmation",,,,,
TC_AM_CB_005,Verify cheque book history table displays,UI,P2,Account has existing cheque book history,"1. Load Cheque Book submodule
2. View history table","Cheque book history is displayed in the table with all columns",,,,,
TC_AM_CB_006,Verify tab navigation between panels,UI,P2,Cheque Book submodule is loaded,"1. Click on different tabs in the cheque tab strip
2. Observe panel content","Panels switch correctly when tabs are clicked",,,,,
TC_AM_CB_007,Verify table scrolling for many records,UI,P3,Account has many cheque book records,"1. Load account with 20+ cheque book records
2. Scroll the table","Table scrolls smoothly with sticky header",,,,,
TC_AM_CB_008,Verify validation for required Book Type,Validation,P1,Cheque Book submodule is in EDIT mode,"1. Leave Book Type unselected
2. Click Submit button","Validation error indicating Book Type is required",,,,,
TC_AM_CB_009,Verify section toggle for Account Identification,UI,P3,Cheque Book submodule is loaded,"1. Click toggle on Account Identification section","Section collapses and expands correctly",,,,,
TC_AM_CB_010,Verify section toggle for Cheque Request,UI,P3,Cheque Book submodule is loaded,"1. Click toggle on Cheque Request section","Section collapses and expands correctly",,,,,
,,,,,,,,,,
=== ACCOUNT CLOSING ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CL_001,Verify Account Closing submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an active account
3. Click on 'Closing' submodule","Account Closing form loads with Close Details and Transaction Details tabs",,,,,
TC_AM_CL_002,Verify tab navigation between Close Details and Transaction Details,UI,P2,Account Closing submodule is loaded,"1. Click on 'Close Details' tab
2. Click on 'Transaction Details' tab
3. Observe panel content","Panels switch correctly showing respective content",,,,,
TC_AM_CL_003,Verify Reason dropdown is populated,UI,P1,Account Closing submodule is loaded,"1. Click on Reason dropdown in Close Details tab","Dropdown displays list of account close reasons from API",,,,,
TC_AM_CL_004,Verify financial fields display account balances,UI,P2,Account with balances is selected,"1. Load Account Closing submodule
2. View Close Details section","Balance, Penal Int. Rec., Credit Int. Pay., Tax Amount, Debit Int. Rec., Closing Charges, Net Payable are displayed",,,,,
TC_AM_CL_005,Verify Balance field is readonly,UI,P2,Account Closing submodule is loaded,"1. Observe Balance field","Balance field should be readonly and display current account balance",,,,,
TC_AM_CL_006,Verify successful account closing,Functional,P1,Active account selected with zero balance,"1. Select close Reason
2. Enter Remarks
3. Verify financial fields
4. Click Close/Save button","Account is closed successfully with confirmation message",,,,,
TC_AM_CL_007,Verify validation - Reason is required,Validation,P1,Account Closing is in EDIT mode,"1. Leave Reason dropdown empty
2. Click Close button","Validation error displayed indicating Reason is required",,,,,
TC_AM_CL_008,Verify closing account with positive balance,Validation,P2,Account with positive balance is selected,"1. Attempt to close account with positive balance","System displays appropriate message about balance transfer requirements",,,,,
TC_AM_CL_009,Verify closing account with negative balance,Validation,P2,Account with negative balance is selected,"1. Attempt to close account with negative balance","System displays appropriate message about outstanding balance",,,,,
TC_AM_CL_010,Verify Transaction Details tab content,UI,P2,Account Closing submodule is loaded,"1. Navigate to Transaction Details tab","Transaction details section displays relevant transaction information",,,,,
TC_AM_CL_011,Verify Remarks field accepts text,Validation,P3,Account Closing is in EDIT mode,"1. Enter text in Remarks field
2. Save the closing","Remarks are saved correctly",,,,,
TC_AM_CL_012,Verify section toggle for Account Details,UI,P3,Account Closing submodule is loaded,"1. Click toggle on Account Details section","Section collapses and expands correctly",,,,,
,,,,,,,,,,
=== SIGNATORIES ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_SG_001,Verify Signatories submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Signatories' submodule","Signatories form loads with Signatory Details section and grid",,,,,
TC_AM_SG_002,Verify Signatory ID lookup functionality,Functional,P1,Signatories submodule is loaded,"1. Click on Signatory ID lookup button
2. Search for a client
3. Select from results","Signatory ID and Name are populated in the fields",,,,,
TC_AM_SG_003,Verify Group ID lookup functionality,Functional,P2,Signatories submodule is loaded,"1. Click on Group ID lookup button
2. Search for a group
3. Select from results","Group ID is populated in the field",,,,,
TC_AM_SG_004,Verify Signatory Type dropdown is populated,UI,P1,Signatories submodule is loaded,"1. Click on Signatory Type dropdown","Dropdown displays list of signatory types from API (excluding blank 'Select...')",,,,,
TC_AM_SG_005,Verify Mandates dropdown is populated,UI,P2,Signatories submodule is loaded,"1. Click on Mandates dropdown","Dropdown displays list of mandates from API",,,,,
TC_AM_SG_006,Verify Add signatory operation,Functional,P1,Signatories submodule is in ADD mode,"1. Enter/Lookup Signatory ID
2. Select Signatory Type
3. Enter Sequence No
4. Enter Limit (optional)
5. Select Mandates (optional)
6. Click Add/Save button","Signatory is added successfully and appears in the grid",,,,,
TC_AM_SG_007,Verify Edit signatory operation,Functional,P1,At least one signatory exists for the account,"1. Select a signatory from the grid
2. Click Edit button
3. Modify signatory details
4. Click Save button","Signatory details are updated successfully",,,,,
TC_AM_SG_008,Verify Delete signatory operation,Functional,P1,At least one signatory exists for the account,"1. Select a signatory from the grid
2. Click Delete button
3. Confirm deletion","Signatory is removed from the grid",,,,,
TC_AM_SG_009,Verify Signature button functionality,Functional,P2,Signatory with signature exists,"1. Select a signatory from the grid
2. Click Signature button","Signature image/modal is displayed",,,,,
TC_AM_SG_010,Verify Photo button functionality,Functional,P2,Signatory with photo exists,"1. Select a signatory from the grid
2. Click Photo button","Photo image/modal is displayed",,,,,
TC_AM_SG_011,Verify Both button shows Signature and Photo,Functional,P2,Signatory with both signature and photo exists,"1. Select a signatory from the grid
2. Click Both button","Both signature and photo are displayed",,,,,
TC_AM_SG_012,Verify validation - Signatory ID is required,Validation,P1,Signatories submodule is in ADD mode,"1. Leave Signatory ID empty
2. Click Add/Save button","Validation error indicating Signatory ID is required",,,,,
TC_AM_SG_013,Verify validation - Signatory Type is required,Validation,P1,Signatories submodule is in ADD mode,"1. Enter Signatory ID
2. Leave Signatory Type empty
3. Click Add/Save button","Validation error indicating Signatory Type is required",,,,,
TC_AM_SG_014,Verify grid displays signatory list,UI,P2,Account has multiple signatories,"1. Load Signatories submodule
2. Observe grid/table","All signatories for the account are displayed in the grid",,,,,
TC_AM_SG_015,Verify Limit field accepts numeric values,Validation,P3,Signatories submodule is in ADD/EDIT mode,"1. Enter numeric value in Limit field
2. Save the signatory","Limit value is saved correctly",,,,,
TC_AM_SG_016,Verify Sequence No field accepts numeric values,Validation,P3,Signatories submodule is in ADD/EDIT mode,"1. Enter numeric value in Sequence No field
2. Save the signatory","Sequence No value is saved correctly",,,,,
,,,,,,,,,,
=== FREEZE / RELEASE ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_FR_001,Verify Freeze/Release submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Freeze Release' submodule","Freeze/Release form loads with relevant sections",,,,,
TC_AM_FR_002,Verify Freeze operation on unfrozen account,Functional,P1,Unfrozen account is selected,"1. Load Freeze/Release submodule
2. Enter freeze details
3. Click Freeze button","Account is frozen successfully with confirmation",,,,,
TC_AM_FR_003,Verify Release operation on frozen account,Functional,P1,Frozen account is selected,"1. Load Freeze/Release submodule
2. Enter release details
3. Click Release button","Account is released/unfrozen successfully with confirmation",,,,,
TC_AM_FR_004,Verify current freeze status is displayed,UI,P2,Account has freeze history,"1. Load Freeze/Release submodule
2. View status section","Current freeze status (Frozen/Unfrozen) is displayed",,,,,
TC_AM_FR_005,Verify freeze reason is required,Validation,P1,Freeze/Release is in Freeze mode,"1. Leave reason empty
2. Click Freeze button","Validation error indicating reason is required",,,,,
,,,,,,,,,,
=== INTEREST RATES ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_IR_001,Verify Interest Rates submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Interest Rates' submodule","Interest Rates form loads with rate configuration sections",,,,,
TC_AM_IR_002,Verify current interest rates are displayed,UI,P2,Account has interest rates configured,"1. Load Interest Rates submodule
2. Observe rate fields","Current debit and credit interest rates are displayed",,,,,
TC_AM_IR_003,Verify Edit mode enables rate fields,Functional,P1,Interest Rates submodule is loaded,"1. Click Edit button
2. Observe rate input fields","Rate fields become editable",,,,,
TC_AM_IR_004,Verify Save updates interest rates,Functional,P1,Interest Rates is in EDIT mode with new values,"1. Modify interest rate values
2. Click Save button","Interest rates are updated successfully with confirmation",,,,,
TC_AM_IR_005,Verify validation for numeric rate values,Validation,P2,Interest Rates is in EDIT mode,"1. Enter non-numeric value in rate field
2. Click Save button","Validation error indicating numeric value required",,,,,
TC_AM_IR_006,Verify rate value range validation,Validation,P2,Interest Rates is in EDIT mode,"1. Enter rate value outside valid range (e.g., -5 or 200)
2. Click Save button","Validation error indicating valid range",,,,,
,,,,,,,,,,
=== REMINDERS ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_RM_001,Verify Reminders submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Reminders' submodule","Reminders form loads with reminder list/grid",,,,,
TC_AM_RM_002,Verify Add reminder functionality,Functional,P1,Reminders submodule is in ADD mode,"1. Click Add button
2. Enter reminder message
3. Select priority
4. Set reminder date
5. Click Save button","Reminder is added successfully and appears in the list",,,,,
TC_AM_RM_003,Verify Edit reminder functionality,Functional,P1,At least one reminder exists,"1. Select a reminder
2. Click Edit button
3. Modify reminder details
4. Click Save button","Reminder is updated successfully",,,,,
TC_AM_RM_004,Verify Delete reminder functionality,Functional,P2,At least one reminder exists,"1. Select a reminder
2. Click Delete button
3. Confirm deletion","Reminder is removed from the list",,,,,
TC_AM_RM_005,Verify reminder popup on account load,Functional,P2,Account has active reminders,"1. Select account with active reminders
2. Load Account Maintenance","Reminder modal/popup appears showing active reminders",,,,,
TC_AM_RM_006,Verify reminder priority display,UI,P2,Reminders with different priorities exist,"1. Load Reminders submodule
2. Observe reminder list","Reminders display with appropriate priority indicators/colors",,,,,
TC_AM_RM_007,Verify validation - Message is required,Validation,P1,Reminders is in ADD mode,"1. Leave message empty
2. Click Save button","Validation error indicating message is required",,,,,
,,,,,,,,,,
=== STOP PAYMENT ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_SPV_001,Verify Stop Payment submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Stop Payment' submodule","Stop Payment form loads correctly",,,,,
TC_AM_SPV_002,Verify Add stop payment on cheque,Functional,P1,Account has cheque book facility,"1. Enter cheque number/range
2. Enter stop payment reason
3. Click Save/Submit button","Stop payment is placed successfully",,,,,
TC_AM_SPV_003,Verify stop payment list displays,UI,P2,Account has existing stop payments,"1. Load Stop Payment submodule
2. Observe stop payment list/grid","All stop payments for the account are displayed",,,,,
TC_AM_SPV_004,Verify validation - Cheque number required,Validation,P1,Stop Payment is in ADD mode,"1. Leave cheque number empty
2. Click Save button","Validation error indicating cheque number is required",,,,,
,,,,,,,,,,
=== CANCEL STOP PAYMENT ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_CSP_001,Verify Cancel Stop Payment submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Cancel Stop Payment' submodule","Cancel Stop Payment form loads correctly",,,,,
TC_AM_CSP_002,Verify list of active stop payments displays,UI,P2,Account has active stop payments,"1. Load Cancel Stop Payment submodule
2. Observe list","Active stop payments are displayed for selection",,,,,
TC_AM_CSP_003,Verify cancel stop payment operation,Functional,P1,Account has active stop payment,"1. Select an active stop payment
2. Enter cancellation reason
3. Click Cancel/Submit button","Stop payment is cancelled successfully",,,,,
TC_AM_CSP_004,Verify validation - Selection required,Validation,P1,Cancel Stop Payment is active,"1. Do not select any stop payment
2. Click Cancel button","Validation error indicating selection is required",,,,,
,,,,,,,,,,
=== ACCOUNT NOTIFICATION ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_NF_001,Verify Account Notification submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Account Notification' submodule","Account Notification form loads with notification settings",,,,,
TC_AM_NF_002,Verify SMS notification toggle,Functional,P2,Account Notification is loaded,"1. Toggle SMS notification on/off
2. Click Save button","SMS notification preference is saved",,,,,
TC_AM_NF_003,Verify Email notification toggle,Functional,P2,Account Notification is loaded,"1. Toggle Email notification on/off
2. Click Save button","Email notification preference is saved",,,,,
TC_AM_NF_004,Verify mobile number field for SMS,Validation,P2,SMS notification is enabled,"1. Enable SMS notification
2. Verify mobile number field","Mobile number is required/displayed for SMS notifications",,,,,
TC_AM_NF_005,Verify email address field,Validation,P2,Email notification is enabled,"1. Enable Email notification
2. Verify email address field","Email address is required/displayed for email notifications",,,,,
,,,,,,,,,,
=== DOCUMENTS ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_DC_001,Verify Documents submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Documents' submodule","Documents form loads with document list/upload functionality",,,,,
TC_AM_DC_002,Verify document list displays,UI,P2,Account has documents attached,"1. Load Documents submodule
2. Observe document list","All documents for the account are displayed",,,,,
TC_AM_DC_003,Verify document upload functionality,Functional,P1,Documents submodule is loaded,"1. Click Upload/Add button
2. Select a file
3. Enter document description
4. Click Save/Upload","Document is uploaded and appears in the list",,,,,
TC_AM_DC_004,Verify document download functionality,Functional,P1,Document exists for the account,"1. Select a document
2. Click Download button","Document is downloaded successfully",,,,,
TC_AM_DC_005,Verify document view functionality,Functional,P2,Document exists for the account,"1. Select a document
2. Click View button","Document is displayed/opened in viewer",,,,,
TC_AM_DC_006,Verify document delete functionality,Functional,P2,Document exists for the account,"1. Select a document
2. Click Delete button
3. Confirm deletion","Document is removed from the list",,,,,
TC_AM_DC_007,Verify file type validation,Validation,P2,Documents upload is active,"1. Try to upload unsupported file type
2. Observe error","Error message indicating unsupported file type",,,,,
TC_AM_DC_008,Verify file size validation,Validation,P2,Documents upload is active,"1. Try to upload file exceeding size limit
2. Observe error","Error message indicating file size exceeds limit",,,,,
,,,,,,,,,,
=== SPECIAL CONDITIONS ===,,,,,,,,,,
,,,,,,,,,,
TC_AM_SC_001,Verify Special Conditions submodule loads correctly,Functional,P1,User is logged in and has access to Account Maintenance,"1. Navigate to Account Maintenance
2. Select an account
3. Click on 'Special Conditions' submodule","Special Conditions form loads correctly",,,,,
TC_AM_SC_002,Verify Add special condition functionality,Functional,P1,Special Conditions submodule is in ADD mode,"1. Click Add button
2. Enter condition details
3. Click Save button","Special condition is added successfully",,,,,
TC_AM_SC_003,Verify Edit special condition functionality,Functional,P1,At least one special condition exists,"1. Select a condition
2. Click Edit button
3. Modify details
4. Click Save button","Special condition is updated successfully",,,,,
TC_AM_SC_004,Verify Delete special condition functionality,Functional,P2,At least one special condition exists,"1. Select a condition
2. Click Delete button
3. Confirm deletion","Special condition is removed",,,,,
TC_AM_SC_005,Verify special conditions list displays,UI,P2,Account has special conditions,"1. Load Special Conditions submodule
2. Observe list/grid","All special conditions are displayed",,,,,
,,,,,,,,,,
=== NOMINATION ===,,,,,,,,,,
