"Test Case ID","Test Case Description","Category","Priority","Preconditions","Test Steps","Expected Result","Actual Result","Status","Tested By","Test Date","Remarks"
"TC_AU_SIT_019","Verify delete is cancelled when user declines confirmation","Validation","P2","An existing record is loaded","1. Click Delete | 2. Choose No or Cancel in the confirmation dialog","No delete API call is made and the existing record remains loaded unchanged","","Not Executed","","",""
"TC_AU_SIT_020","Verify Cancel clears the form and returns module to VIEW mode","Business","P2","User is in Add or Edit mode with unsaved values","1. Enter or change values | 2. Click Cancel","Form is cleared, unsaved changes are discarded, and the module returns to VIEW mode","","Not Executed","","",""
"TC_AU_SIT_021","Verify refresh reloads the currently loaded record","Functional","P2","A Standing Instruction Type record is currently loaded","1. Load a record | 2. Click the window refresh action","The module reloads the current record using the saved search key and refreshes displayed values","","Not Executed","","",""
"TC_AU_SIT_022","Verify refresh clears the form when no record is loaded","Functional","P3","No record is loaded","1. Open the module with an empty form | 2. Click the window refresh action","Form stays cleared and the module remains in VIEW mode","","Not Executed","","",""
"TC_AU_SIT_023","Verify close action prompts when unsaved changes exist","Business","P2","User is in Add or Edit mode with unsaved changes","1. Modify one or more fields | 2. Click the window close action","System prompts for confirmation before closing or redirecting because unsaved changes are present","","Not Executed","","",""
"TC_AU_SIT_024","Verify audit fields render for a loaded record","Functional","P2","An existing Standing Instruction Type record contains audit data","1. Load a record | 2. Expand Behind The Scene | 3. Review Created By, Created On, Modified By, Modified On, and Supervised By fields","Audit values are displayed when returned by the backend and default to placeholder dashes when absent","","Not Executed","","",""
"TC_AU_SIT_025","Verify SI Transfer Type and Failed Charge Type dropdown values populate from saved record","Functional","P2","An existing Standing Instruction Type record contains transfer type and failed charge type values","1. Load a record | 2. Inspect SI Transfer Type and Failed Charge Type fields","Dropdowns reflect the saved backend values whether they arrive as primary IDs or mapped aliases","","Not Executed","","",""
"TC_AU_SIT_026","Verify successful and failure narration fields persist through save and reload","Functional","P2","User is in Add or Edit mode","1. Enter narrations for successful and failure processing | 2. Save the record | 3. Reload the same record","Narration fields persist correctly and reload with the saved values","","Not Executed","","",""
"TC_AU_SIT_027","Verify unauthorized session is handled gracefully by the API flow","Validation","P1","User session is expired or user is not authenticated","1. Attempt View, Save, or Delete after session expiry | 2. Observe user feedback","Backend returns unauthorized response and the module surfaces failure feedback instead of reporting success","","Not Executed","","",""
"TC_AU_SIT_028","Verify loading overlay and feedback messages during data operations","UI","P3","A View, Save, or Delete action is triggered","1. Perform a data operation | 2. Observe the loading overlay and resulting message or notification","Loading overlay is visible during request processing and a success, warning, or error message is shown after completion","","Not Executed","","",""
